EIN,TAXYR,NAME,F9_03_PZ_MISSION,DESCRIPTION,Orgpurposecharitable,Orgpurposereligious,Orgpurposeeducational,Orgpurposescientific,Orgpurposeliterary,Orgpurposepublicsafety,Orgpurposeamateursports,Orgpurposecrueltyprevention,NTE,Vulnerable
471925872,2017,FILL YOUR BUCKET LIST FOUNDATION,GRANTING ADULTS WITH CANCER THE FINANCIAL SUPPORT TO CREATE LASTING MEMORIES WITH THE PEOPLE THEY LOVE.,"GRANTED 28 ADULTS WITH CANCER THE FINANCIAL AND ADMINISTRATIVE SUPPORT TO HAVE AN ITEM ON THEIR BUCKET LIST FULFILLED AND TO CREATE LASTING MEMORIES WITH THE PEOPLE THEY LOVE. GRANT RECIPIENTS ARE REFERRED BY HEALTHCARE PROVIDERS, FAMILY AND FRIENDS, AND ARE SCREENED FOR ACCEPTANCE BASED ON THEIR WISH, CANCER JOURNEY, AND ON FINANCIAL NEED. EXAMPLES OF 2017 BUCKET LIST WISHES INCLUDE NEW YORK CITY, DISNEY WORLD, TOMBSTONE, AZ, AND LOCAL EXPERIENCES AND FAMILY GATHERINGS. 60 TOTAL WISHES GRANTED AS OF 2017 AND OVER 400 LIVES TOUCHED (INCLUDING RECIPIENT LOVED ONES). WITH JUST ONE FULL TIME STAFF MEMBER, IN 2017 OVER 200 VOLUNTEERS LOGGED OVER 1,000 SERVICE HOURS.",1,0,0,0,0,0,0,0,4,1
471999872,2016,ARKANSAS ARTS ACADEMY FOUNDATION,PRIMARY GOAL IS TO PROVIDE SUPPORT FOR THE ARKANSAS ARTS ACADEMY AND SUPPORT A TUITION-FREE PUBLIC SCHOOL WITH AN ARTS BASED CURRICULUM.,"PROVIDE SUPPORT FOR THE ARKANSAS ARTS ACADEMY, WHICH IS A TUITION FREE PUBLIC SCHOOL. THE SCHOOL IS AN ARKANSAS BOARD OF EDUCATION CHARTERED SCHOOL CONDUCTING CLASSES WITH AN ARTS BASED CURRICULUM.",1,0,1,0,0,0,0,0,2,0
472015610,2016,INTERNATIONAL SOCIETY OF WILDLIFE,TO PROMOTE AND ADVANCE THE FIELD OF WILDLIFE ENDOCRINOLOGY.,TO PROMOTE AND ADVANCE THE FIELD OF WILDLIFE ENDOCRINOLOGY,0,0,0,1,0,0,0,0,3,0
472184999,2016,SAUGUS HIGH SCHOOL CENTURION FOUNDATION,"The Saugus High School Centurion Foundation's sole purpose is to support the financial efforts of the school in its various levels of programs and services including its promotion of exceptional academia, student arts, dance, music, and athletics.","Grants for Academics, Athletics and Co-curricular Activities.",1,0,1,0,0,0,1,0,2,0
472242119,2017,Kent J Riley Charitable Fund Inc,Provide scholarships for STEM & health studies. Provide funds for local hospice organizations.,Donation to Parmenter Hospice Organization,1,0,0,0,0,0,0,0,4,0
472268814,2016,FIRST WHIP FOOLS,"COORDINATE CLASSES FOR FIREFIGHTERS, PUT ON AN EDUCATIONAL CONFERENCE, AND RAISE MONEY FOR OTHER NON-PROFITS.","FIREMANSHIP CONFERENCE - 3 DAY LECTURE FOR 500 FIREFIGHTERS, 4 DAY HANDS ON TRAINING FOR APPROXIMATELY 400 FIREFIGHTERS FROM NATIONALLY ACCREDITED SPEAKERS WITH PROCEDURES BEING DONATED TO SONS OF THE FLAG, A NONPROFIT THAT HELPS FUND BURN RESEARCH AND CONNECT BURN SURVIVORS WITH TREATMENT. ALL PLANNING/REGISTRATION/ORDERING TAKES PLACE IN THE YEAR PRIOR AS THE EVENT IS HELD IN FEBRUARY.",1,0,1,0,0,0,0,0,2,0
472496341,2015,CPL Michael Crescenz Memorial Foundation,"Establish a memorial statue for Cpl. Michael Crescenz, deceased, and to educate visitors of the deeds for which he was awarded the Congressional Medal of Honor, posthumously.","Establish a memorial statue for Cpl. Michael Crescenz, deceased, and to educate visitors of the deeds for which he was awarded the Congressional Medal of Honor, posthumously.",1,0,0,0,0,0,0,0,7,0
472592620,2017,SANCTUM HOUSE INC,WORKING ON PROGRAMS TO EMPOWER WOMEN SURVIVORS OF HUMAN TRAFFICKING TO RETURN TO THE WORKPLACE,TO PROVIDE A SANCTUARY FOR WOMEN SURVIVORS OF HUMAN TRAFFICKING,1,0,0,0,0,0,0,0,5,1
472620122,2015,Leavethe99 Inc,"Leavethe99 Inc. exists to share the message of hope and love in unreached areas of the world. Our goal is to accomplish this mission through church planting, leadership and discipleship training, and redemptive lift.","Training Overseas Pastors and Lay Persons. We teach overseas pastors and lay people about church leadership, discipleship and Biblical knowledge. We do this at on-site trainings. In 2015, we provided 14 days of training to 400 pastors in 3 countries. These pastors have preached the Gospel to over 141,300 people. They have planted 30 new churches and have congregations totaling approximately 31,340 people. No funds were provided directly to overseas pastors or organizations. 62 of the funds for this program were for travel expenses for ministry personnel to provide training to pastors in European countries. The remaining funds were sent to Petros Network, an organization that collaborates across Christian organizational and denominational boundaries, to provide transportation and lodging for ministry personnel to provide our training in Africa. No ministry personnel receive any salary. Non-staff volunteers accompanying Ministry staff pay all their own travel expenses.",1,1,0,0,0,0,0,0,8,0
472665438,2016,MP6 DETROIT INC,PROMOTE ACTIVITIES FOR JEWISH YOUTH,Hanoch Teller,1,1,0,0,0,0,0,0,8,0
472774879,2016,Village Hope Partnership Inc,"To help people in Nepal improve living conditions by implementing projects which provide employment opportunities and collaborative efforts to improve diet, shelter, education and medical care.","Village LifeWith the objective of improving the living conditions of villagers in Nepal, the Foundation has undertaken a variety of projects designed to have lasting, sustainable benefits. Examples of projects undertaken this year include funding for the building of fish ponds, vegetable gardens and the purchase of livestock. These provide both a nutritional food source and a source of income through selling of the products grown and raised. Funds were also provided to buy machinery to produce building blocks. This allowed the villages to produce much needed building material as well as creating jobs for the villagers. The Foundation underwrote the construction of sanitation systems and water storage facilities and provided micro loans so some villagers to enable them to start their own businesses. The decision of the type of project to undertake in any given village is the result of meetings with village leaders to discuss what the Foundation can do to help them help their village. A proposal is submitted to the Foundations and any project that is done with the consent of the village.",1,0,0,0,0,0,0,0,6,1
473400856,2017,Sioux City Westside Connection,"Designed to bring pride into our feeder schools and community. We work with parents, coaches, teachers & administrators to provide kids with opportunities to be good students, athletes and community members.","Westside Connection strives to be an inclusive community volunteer organization offering athletic opportunites as diverse as the communities that we serve. Our programing will motive every participant to become an accomplished athlete, good teammate, better student and a respectable citizen. Westside Connection is able to give interested youth a low cost opportunity to experience committment, the challenge and the fun of a competitive experience in basketball, volleyball and football.",0,0,0,0,0,0,1,0,5,0
473606121,2016,Thomas H Wernsing Wig Relief Foundation Inc,To provide chemotherapy patients with wigs at low or no cost.,Purchase of wig.,0,0,0,0,0,0,0,0,4,1
473854323,2017,HOPEFUL HORIZONS OUTREACH,"To provide a sustainable well balanced life for all of Gods children here on earth and in Heaven. The Organization support's local schools and provides the basic needs for children such as; clothes, shelter, and nutrition. The Organization is empowered to serve and help their community and other global organizations. The Organization is strictly an organization that wishes to bring together ordinary people and acheive extraordinary things.",CAR SEATS FOR CHRISTY - PROVIDE CAR SEATS AND BOOSTERS TO THOSE IN NEED,1,1,0,0,0,0,0,0,8,0
473934422,2016,AJIGBOTIFA TEMPLE MIAMI-HOME O,THE ORGANIZATIONS MISSION IS TO SUPPORT OUR COMMUNITY IN GETTING ALIGNED WITH THEIR DESTINY/PURPOSE. WE DO THIS BY WAY OF IFA-ORISA AND ANCESTRAL PRACTICES.,ITEFA CERMONY-INITIATES GO THROUGH THREE DAYS OF YORUBAN TRADITIONAL,0,1,0,0,0,0,0,0,8,0
474098581,2015,Forever Hope Agency NFP,"Forever Hope Agency is a non-for-profit organization. Our mission is to provide supportive services for breast cancer patients, the elderly, veterans, those with chronic disease, core youth advocacy initiatives, workforce development, and career training.",Sponsored an event for the Pink Heart Organization to raise money for breast cancer awareness,1,0,0,0,0,0,0,0,4,1
474101744,2015,VAN WERT COUNTY HUMANE SOCIETY INC,THE OPERATION OF A NONPROFIT ANIMAL ADOPTION SERVICE AND TO PREVENT THE CRUELTY TO ANIMALS AND HUMANELY EUTHANIZE ANIMALS THAT ARE NOT ADOPTABLE.,ALL EXPENSES ARE INCURRED FOR THE CARE AND OR PLACEMENT OF ANIMALS TAKEN IN BY THE COUNTY DOG WARDEN OR DROPPED OFF BY THE PUBLIC.,1,0,0,0,0,0,0,1,3,0
474107414,2016,TEXAS CHIHUAHUA RESCUE,Texas Chihuahua Rescue is dedicated,THE ORGANIZATION HAS PROVIDED A ADOPTION PROGRAM TO ASSIT IN LOCATING PERMANENT HOMES FOR RESCUED DOGS.,1,0,0,0,0,0,0,1,3,0
474128221,2017,THE BASSUK CENTER ON HOMELESS AND,"THE BASSUK CENTER ADVANCES POLICIES AND PRACTICES TO ADDRESS CHILD, YOUTH AND FAMILY HOMELESSNESS IN AMERICA, AND SUPPORTS LOCAL COMMUNITIES AS THEY RESPOND TO THIS GROWING SOCIAL CRISIS. WE CONNECT AND SUPPORT COMMUNITIES AROUND THE NATION WHERE DEDICATED PEOPLE WORK EVERY DAY TO HELP FAMILIES FIND THE HOUSING AND SERVICES THEY NEED. THE BASSUK CENTER IS ACTIVE AT LOCAL, STATE, AND FEDERAL LEVELS, URGING CONTINUED RESEARCH AND ADVOCACY TO BRING THE DAY WHEN NO FAMILY IN AMERICA GOES WITHOUT A DECENT HOME.HOUSING IS ESSENTIAL FOR ENDING HOMELESSNESS, BUT IT IS NOT SUFFICIENT. EVERY FAMILY NEEDS BASIC SUPPORTS BEYOND DECENT AFFORDABLE HOUSING: FOOD, EDUCATION, EMPLOYMENT, CHILD CARE, TRANSPORTATION, HEALTH AND MENTAL HEALTH CARE, TRAUMA-INFORMED CARE, AND CHILDREN'S SERVICES.AFTER 30 YEARS OF RESEARCH AND INNOVATION IN LOCAL COMMUNITIES, WE HAVE LEARNED HOW TO END FAMILY HOMELESSNESS. WE BELIEVE IT IS TIME FOR IMMEDIATE ACTION TO END THIS NATIONAL TRAGEDY.",GATEWAY HOUSING IS A NONPROFIT ORGANIZATION BASED IN NEW YORK CITY THAT DEVELOPS HOUSING AND SERVICE MODELS FOR THE CITY'S HOMELESS SHELTERS. THE BASSUK CENTER PROVIDED EXPERT COSULTATION TO GATEWAY ON HOW TO BRING EFFECTIVE SERVICES TO FAMILITES LIVING IN THE CITY'S FAMILY SHELTERS.,1,0,0,0,0,0,0,0,5,1
474174935,2017,SKY SCIENCE FESTIVAL,INTEREST PUBLIC IN STUDY OF SPACE,SOLAR ECLIPSE,1,0,1,0,0,0,0,0,2,0
474298507,2016,RIFT VALLEY WILDLIFE CLINICS,"NOT FOR PROFIT ORGANIZATION DEDICATED TO IMPROVING THE WELFARE OF DOMESTIC ANIMALS, WILDLIFE AND THE ENVIRONMENT THROUGH VETERINARY CARE, EDUCATION AND CONSERVATION EFFORTS.","RIFT VALLEY WILDLIFE CLINICS IS DEDICATED TO IMPROVING THE WELFARE OF DOMESTIC ANIMALS, WILDLIFE AND THE ENVIRONMENT THROUGH VETERINARY CARE, EDUCATION AND CONSERVATION EFFORTS. RVWC PROVIDES VETERINARY CARE IN RURAL AREAS IN EAST AFRICA OUTSIDE OF THE LARGE NATURAL PARKS, PRIMARILY TO FERAL DOGS AND CATS. RVWC ALSO PROVIDES VETERINARY CARE TO WILDLIFE AND DOMESTIC PETS OF INDIGENT PEOPLE IN THE STATE OF NEW YORK IN ASSOCIATION WITH THE HUMANE SOCIETY OF NEW YORK AND THE WILDLIFE BIRD FUND.",1,0,1,0,0,0,0,1,3,0
474298532,2015,TRAILS 2 PREVENTION INC,"TO RAISE AWARENESS ABOUT THE DANGERS ASSOCIATED WITH THE USE OF PRESCRIPTION AND OTHER GATEWAY DRUGS. THROUGH HOSTING FAMILY DAY HIKES AND SIMILAR EVENTS PROMOTING HEALTHY FAMILY FUN, WE WILL RAISE FUNDS TO COORDINATE SPECIFIC, TARGETED PREVENTION EDUCATION EVENTS.","TRAILS2PREVENTION RAISES FUNDS TO COORDINTE SPECIFIC, TARGETED DRUG PREVENTION EDUCATION EVENTS THROUGH HOSTING FAMILY DAY HIKES AND SIMILAR EVENTS THAT PROMOTE HEALTHY, FAMILY FUN.",1,0,0,0,0,0,0,0,4,1
474590805,2016,MARION HISTORICAL SOCIETY INC,PROMOTE HISTORY OF MARION IOWA,PROMOTE MARION IOWA HISTORY,0,0,1,0,0,0,0,0,1,0
474839850,2016,MPN Cancer Connection,To continue helping MPN patients by expanding,"FINANCIAL AND EDUCATIONAL RESOURCES, AND PERSONAL ASSISTANCE FOR MPN PATIENTS.",1,0,0,0,0,0,0,0,4,1
475037804,2016,PK CHARITIES INC,THE CHARACTER OF AFFAIRS THE CORPORATION INTENDS TO CONDUCT IS THE SUPPORT OF EDUCATIONAL PROGRAMS AND THE RELIEF OF THE NEEDY PROGRAMS THROUGH SPECIAL EVENTS.,SUPPORT OF THE NEEDY,1,0,1,0,0,0,0,0,5,1
475103297,2016,ORCHOS CHAIM CHABURA,"THE EDISON CHABURA PROGRAM IS FOR ASPIRING YOUNG MEN WHO ARE RETURNING FROM SCHOOL ABROAD AND ARE PLANNING ON PURSUING JOB/SCHOOL OPPORTUNITIES. THE PROGRAM IS DESIGNED TO HELP STUDENTS TRANSITION FROM SCHOOL LIFE OVERSEAS TO A WORKING ENVIRONMENT IN AMERICA WHILE STILL MAINTAINING A STRONG LEARNING SCHEDULE AND VIBRANT SPIRITUAL GROWTH. THE PROGRAM WILL PROVIDE HOUSING, JOB NETWORKING AND MENTORING, STRONG LEARNING SCHEDULES, AS WELL AS GUIDANCE IN LEARNING, AND PERSONAL GROWTH. IT WILL ALSO AFFORD THE STUDENTS AN EXCELLENT OPPORTUNITY TO INTEGRATE IN TO A GREAT COMMUNITY AND FORM RELATIONSHIPS WITH SOME OF THE OUTSTANDING FAMILIES THAT LIVE THERE.",PROVIDE ROOM AND BOARD TO CHABURA MEMBERS,1,0,0,0,0,0,0,0,6,0
475553602,2017,CLEVELAND KIDS' BOOK BANK,OUR MISSION IS TO FOSTER IMPROVED LITERACY AND A LOVE OF READING BY PROVIDING FREE BOOKS TO CHILDREN IN NEED.,"DISTRIBUTE DONATED BOOKS TO CHILDREN AND FAMILIES IN NEED THROUGHOUT GREATER CLEVELAND THROUGH CITY AND COUNTY AGENCIES, NONPROFIT ORGANIZATIONS, SCHOOLS AND LITTLE FREE LIBRARIES.",1,0,0,0,1,0,0,0,2,1
611788276,2017,Angels For Children Barry Lawrence Stone Counties,"To provide a continuing organization which will work to enhance and improve the lives of clients of the Barry, Lawrence, and Stone County Department of Social Services.","Assist the Barry, Lawrence, and Stone Counties Department of Social Services and their activities for the benefit of their clients including providing a process for receiving and dispensing funds, articles, and goods donated for clients of the Barry, Lawrence, and Stone Counties Department of Social Services.In 2017 had 94 requests, Angels for Children provided $22,628.33 in funds, articles, and goods.",1,0,0,0,0,0,0,0,7,0
731424859,2011,Muskogee County Child Advocacy Center,TO PROVIDE A COORDINATED COMMUNITY RESPONSE TO CHILD ABUSE VICTIMS AND THEIR FAMILIES,"CONTINUATION OF A PROGRAM TO PROVIDE COUNSELING, GUIDANCE AND PROTECTION TO MUSKOGEE COUNTY, OKLAHOMA CHILDREN AFFECTED BY ABUSE.",1,0,0,0,0,0,0,1,5,1
810495371,2017,EASTERN MONTANA VETERANS HOME FOUNDATION,"THE ORGANIZATION'S GOALS ARE TO PROVIDE LIAISON BETWEEN THE EASTERN MONTANA VETERANS HOME AND THE SURROUNDING COMMUNITY, TO RECEIVE GIFTS, CONTRIBUTIONS, AND GRANTS FOR THE BENEFIT OF THE EASTERN MONTANA VETERANS HOME AND ITS RESIDENTS, AND TO EXPEND MONIES AND FUNDS RECEIVED FOR IMPROVEMENT OF THE GROUNDS AND BUILDINGS THAT WILL BE CONTRIBUTED FOR THE WELL-BEING AND COMFORT OF THE RESIDENTS OF THE EASTERN MONTANA VETERANS HOME.","THE FOUNDATION PROVIDES ASSISTANCE TO THE 60-70 RESIDENTS OF THE EASTERN MONTANA VETERANS HOME IN GLENDIVE, MT. ASSISTANCE INCLUDES PURCHASES OF FURNITURE, TELEVISIONS FOR ENTERTAINMENT, HAIRCUTS, AND OTHER BASIC NECESSITIES FOR RESIDENTS WHO MAY NOT HAVE ANY FAMILY TO HELP PROVIDE FOR THEM.",1,0,0,0,0,0,0,0,5,1
810635012,2017,LOWER POLK NEIGHBORS INC,"TO IMPROVE THE CLEANLINESS, SAFETY AND BEAUTY OF THE LOWER POLK STREET AREA OF THE CITY OF SAN FRANCISCO, CALIFORNIA WHILE RAISING THE QUALITY OF LIFE FOR THE RESIDENTS OF THIS COMMUNITY.",ARCHITECTURE AND ART DESIGN WORK FOR PUBLIC REALM NEIGHBORHOOD IMPROVEMENT PROJECTS,1,0,0,0,0,0,0,0,5,0
811055769,2016,CHURCH OF JESUE CHRIST INTL TEMPLO BETHEL,PROVIDE A CHURCH FOR THE LOCAL COMMUNITY THAT IS MEMBER FOCUSED AND SUPPORTIVE PROVIDE A SAFE AND SUPPORTIVE LOCATION FOR THE LOCAL COMMUNITY TO MEET,"PURCHASED A BUILDING TO ESTABLISH A PERMANENT LOCATION FOR TEMPLO BETHEL CHURCH PROVIDE SUPPORT TO THE LOCAL COMMUNITY THROUGH MEALS, OUT REACH PROGRAMS AND CHURCH SPECIFIC EVENTS",1,1,0,0,0,0,0,0,8,0
811575789,2015,TOMTEN FARM SANCTUARY OF NEW HAMPSHIRE,TO PROVIDE A SANCTUARY FOR ANIMALS AND AN EDUCATIONAL FACILITY,MAINTAINNG FARMING AREA AND STRUCTURE FOR ANIMAL CARE.,0,0,0,0,0,0,0,1,3,0
811808455,2016,KEEPIN IT MOVIN STEVE PING,PROVIDE SPIRITUAL AND EDUCATIONAL ACTIVITIES AND SERVICES TO CHILDREN,"PROVIDED SEVERAL HUNDRED BICYCLES TO CHILDREN IN PULASKI AND SURROUNDING COUNTIES, WHILE SHOWING THEM LOVE AND THE IMPORTANCE OF FAMILY AND COMMUNITY CONNECTIONS.",1,1,1,0,0,0,0,0,8,0
812163151,2017,COMMUNITY OUTREACH MINISTRY INC,"THE PURPOSE OF THIS ORGANIZATION IS TO PROVIDE FAITH BASED RELATIONSHIPS THROUGH THE FORMING OF A CONGREGATION FOR WORSHIP, TEACHING, AND TRAINING OF BIBLICAL PRINCIPLES.","Exempt purpose Achievements not limited to the Mission and Purpose of the Faith-based organization. Community Outreach Ministry names signifies its purpose need in the community in the city of Baltimore, MD. Community Outreach shall has accomplished relationship building to educate and empower the wholistic men, women, and children. Faith-based initiatives include Biblical studies, Biblical enrichment, through Biblical applications. Community Outreach has not prejudice of race, age, or gender. All are freely welcome to partake in its community services and activities.Food Drives are a vital part of reaching the needs of the families.Clothing drives are also accomplished through community outreach programs. No revenue is solicited for services offered.",1,1,0,0,0,0,0,0,8,0
812470510,2016,Bobby Bonds Memorial Foundation,"The mission of the Bobby Bonds Memorial Foundation is to help addicts who are committed to moving their lives from active addiction to long term recovery. The organization provides various support to addicts, family members and at-risk families.",In 2016 the organization provided financial support to several families in crisis; provided a scholarship to a high school; and provided financial support to other charities that perform comparable services.,1,0,0,0,0,0,0,0,5,1
812632501,2017,JANGCHUB CHOELING,PROVIDING THE PLACE FOR PEOPLE TO WORSHIP,WEEKLY WORSHIP INCOME/EXPENSES,1,1,0,0,0,0,0,0,8,0
812819648,2017,ASA NOW,TO SUPPORTING CHILDREN AND FAMILIES WHOSE LIVES HAVE BEEN IMPACTED BY FOSTER CARE.,FOSTER FAMILY POT LUCK TO PROVIDE SUPPORT TO FAMILIES BY PROVIDING OTHERS GOING THROUGH THE SAME EXPERIENCE.,1,0,0,0,0,0,0,0,5,1
812890446,2016,CHARLESSON FOUNDATION,"THIS FOUNDATION WAS CREATED TO PROVIDE FINANCIAL ASSISTANCE FOR SCIENTIFIC RESEARCH WHICH WILL INCLUDE, BUT NOT LIMITED TO, MEDICAL RESEARCH, LITERARY AND EDUCATIONAL PURPOSES.","TO PROVIDE FINANCIAL ASSISTANCE FOR SCIENTIFIC RESEARCH WHICH WILL INCLUDE, BUT NOT LIMITED TO, MEDICAL RESEARCH, LITERARY AND EDUCATIONAL PURPOSES.",1,0,0,1,0,0,0,0,7,0
813422723,2016,THE ARTS PROJECT INC,"TO FOSTER THE ARTS BY EXPOSING DISADVANTAGED/UNDER PRIVELEDGED CHILDREN TO THEATRE, DANCE AND VISUAL ARTS.","TO FOSTER THE ARTS BY EXPOSING DISADVANTAGED/UNDER PRIVELEDGED CHILDREN TO THEATRE, DANCE AND VISUAL ARTS.",1,0,1,0,0,0,0,0,1,1
813465847,2017,SENIOR BENEFITS FOUNDATION,OUR PURPOSE IS TO PROVIDE EMPLOYMENT FOR SENIORS AND EDUCATE THEM ABOUT SOCIAL SECURITY AND MEDICARE PLANNING AND HELP THEM UNDERSTAND THEIR CHOICES IN RETIREMENT BENEFITS.,WE PROVIDE HOME EMPLOYMENT FOR SENIORS. WE COMMUNICATE WITH SENIORS AGE 60 TO 65 INFORMING THEM OF OUR FREE SERVICE THAT PROVIDES INFORMATIONAL LITERATURE TO HELP THEM UNDERSTAND AND CHOOSE THE APPROPRIATE OPTIONS FOR THE SOCIAL SECURITY AND MEDICARE NEEDS. WE MAIL LETTERS TO THESE PEOPLE INFORMING THEM OF OUR PROGRAM AVAILABILITY.,1,0,0,0,0,0,0,0,5,1
814215455,2017,Rockport-Fulton Chamber Foundation,Support and develop the social welfare and improvement of Aransas County,LEADERSHIP PROGRAM CLASS PROJECT. PROJECT IS A COMMUNITY EFFORT TO UNDERTAKE AND IMPROVE AN INFRASTRUCTURE NEED IN THE COMMUNITY.,1,0,0,0,0,0,0,0,5,0
814265810,2017,TULLY ARTS COUNCIL INC,TO PROVIDE ARTS PROGRAMMING FOR OUR COMMUNITY. TO SUPPORT OUR LOCAL ARTISTS. TO FOSTER AN APPRECIATION FOR THE ARTS IN THE YOUNGER GENERATION INCLUDING SUPPORT OF OUR LOCAL SCHOOLS ARTS PROGRAMS.,"CONCERTS, FREE OR REDUCED RATES TO THE PUBLIC IN THE VILLAGE OF TULLY WHICH INCLUDED THE MEMORIAL DAY PARADE, SUMMER THEATRICAL SHOWS, FALL SHOWS, CHRISTMAS SHOWS, HALLOWEEN NIGHT ACTIVITIES, CHRISTMAS SEASON SHOWS AND SPECIAL CONCERTS THROUGHOUT THE YEAR.ARTIST ACTIVIES INCLUDED MEETING THE ARTISTS AND DISPLAY OF THEIR WORKS OF ART.WORKSHOPS FOR CHILDREN AND ADULTS INCLUDING ADVANCED PUMPKIN CARVING, GLASS BLOWING AND QUILTING.",1,0,0,0,0,0,0,0,1,0
814299589,2017,DANIEL FUSCO MINISTRIES INC,TO PROCLAIM THE GOSPEL OF JESUS CHRIST.,"DANIEL FUSCO MINISTRY IS A CHRISTIAN BROADCAST MINISTRY THAT ALLOWS GOD TO MOVE ACROSS OUR NATION AND OUR WORLD. EVERY SINGLE WEEK THE MINISTRY LEADS MEN AND WOMEN OF ALL AGES, RACES, AND BACKGROUNDS WHO ARE FAR FROM GOD, LET DOWN BY THE THINGS THEY HAVE USED TO TRY AND FILL THE HOLE IN THEIR HEART, CHOSING TO SAY YES TO JESUS. IN 2017, OVER 400 PEOPLE COMMITTED THEIR LIVES TO JESUS THROUGH THE MINISTRY.",1,1,0,0,0,0,0,0,8,0
815247444,2017,TY NSEKHE FOUNDATION INCORPORATED,To promote and develop a diverse group of youth through educational and athletic support. To assist youth with basic fundamentals of sports and to achieve a sense of togetherness.,PURCHASED EQUIPMENT AND UNIFORMS FOR THE FOOTBALL CAMPS,1,0,0,0,0,0,1,0,5,0
821674927,2017,MAXMATH TUTORING ONLINE INC TEXAS BRANCH,"Section 1- MTO advances education mainly by offering formal and/or on-line tutoring in Mathematics, Physics, Chemistries, Sciences and Computer Technology. Section 2- MTO helps youth further their education in applied sciences (Mathematics, Physics, Chemistries and Computer Technology), offers afterschool classes to students, introduces senior citizen to Computer Technology and supports adult professional development Section 3- MTO assists formal and/or on-line, the disabled and physically challenged in Math-Physics-Chemistries and Computer Technology. Section 4- MTO contributes to the advancement of education by establishing a school or (college of disabled) in Haiti to integrate them into the labor market by means of a profession in courses provided in management and administration, and computer classes at primary and middle levels. Section 5- MTO conducts regular seminars, symposia, workshops and training sessions, either online or at a center","MTO advances education mainly by offering formal and/or on-line tutoring in Mathematics, Physics, Chemistries, Sciences and Computer Technology.",1,0,1,0,0,0,0,0,2,0
821728723,2017,WORLD ROMA FEDERATION INC,TO SUPPORT GIPSY PARITY AND INITIATIVES FOR EQUAL OPPORTUNITY,"DEVELOPMENT OF AN EDUCATION PLATFORM FOR EMPLEMENTAION THE TRANSITIONING THE GIPSY INTO THE WORKFORCE. CONSTRUCTION OF WELLNESS CENTERS, CIVIC CENTERS AND TEMPORARY HOUSING IN ORDER TO STRENGTHEN AND ENSURE THE FUTURE OF TODAY'S FORGOTTEN ROMA COMMUNITIES.",1,0,1,0,0,0,0,0,5,1
821804512,2017,MAXCEN HOUSING SOCIETY INC TEXAS BRANCH,"Maxcen Housing Society Inc., Texas Branch working in Housing assistance to receive and administer funds exclusively for educational and charitable purposes without pecuniary profit, either direct or indirect, to its members. MHS offers free online and formal tutoring on housing development and education services and works to create affordable rental and homeownership opportunities and to provide programming related to youth, adult financial literacy and people with disabilities, home buyer education and counselling, and entrepreneurship and job training for low-income families. Maxcen Housing Society Inc., Texas Branch focuses on helping low-income families/individuals qualify for and obtain affordable mortgage, build assets and repair substandard homes","Maxcen Housing Society Inc., Texas Branch foster and promote community-wide interest and involvement in the problems associated with the underdevelopment of affordable housing, and towards that goal to sponsor and participate in public symposium, and by any other means to cooperate with, encourage and contribute to the efforts of such parties in the accomplishment of such purposes. Improved understanding of the relationship between a residential exposure and illness or injury of children or other vulnerable populations",1,0,0,0,0,0,0,0,5,1
822400996,2017,VISION OF LIGHT MINISTRIES,Mentor intercity youths group and also help community.,Provide video and photo service for fee.,1,1,0,0,0,0,0,0,8,1
822415567,2017,National Museum of African Americans on Stamps,"Virtual and travelling museum that is a resource for learning African American history through the hobby of stamp collecting, exhibiting & facilitating courageous conversations in a variety of mediums.",Booth Rental and Items on display at Women's conference,1,0,1,0,0,0,0,0,1,0
823283819,2017,Shepherds Path,"To provide a place for retreat, education, reflection and renewal for those affected by loss",raise funds for retreat center,1,0,0,0,0,0,0,0,4,1
870462936,2015,UTAH 4-WHEEL DRIVE ASSOCIATION,"THE UTAH 4 WHEEL DRIVE ASSOCIATION IS A NON-PROFIT ORGANIZATION DEDICATED TO PROTECTING ACCESS TO PUBLIC LANDS THROUGH EDUCATION AND STEWARDSHIP. WE ENJOY AND RESPECT OUR RIGHTS TO ACCESS PUBLIC LANDS AND ENCOURAGE ALL LAND USERS TO BECOME EDUCATED AND INVOLVED IN LAND USE, CONSERVATION, EDUCATION AND MAINTENANCE OF THE UNRIVALED SCENIC BEAUTY AND HISTORIC TRAILS AND ROADS AVAILABLE IN UTAH.","CREATE AND PUBLISH THE COMPASS MAGAZINE, A LAND USE EDUCATIONAL PUBLICATION. PROVIDE LAND USE INFORMATION AND EDUCATIONAL INFORMATION TO THE MEMBERSHIP AND THE PUBLIC.",1,0,1,0,0,0,0,0,3,0
