"","feature","frequency","rank","docfreq","group"
"6039","promote_supervised",1,6039,1,"all"
"6040","supervised_instruction",1,6040,1,"all"
"6041","fulfill_basic",1,6041,1,"all"
"6042","teach_teamwork",1,6042,1,"all"
"6043","edison_arts",1,6043,1,"all"
"6044","non-profit_fine-arts",1,6044,1,"all"
"6045","fine-arts_organization",1,6045,1,"all"
"6046","historic_music",1,6046,1,"all"
"6047","educated_individuals",1,6047,1,"all"
"6048","unique_harmonies",1,6048,1,"all"
"6049","harmonies_created",1,6049,1,"all"
"6050","four_freshmen",1,6050,1,"all"
"6051","literary_arts",1,6051,1,"all"
"6052","expand_public",1,6052,1,"all"
"6053","public_knowledge",1,6053,1,"all"
"6054","perpetuate_nbsp",1,6054,1,"all"
"6055","fundamental_questions",1,6055,1,"all"
"6056","scientific_inquiry",1,6056,1,"all"
"6057","nbsp_foster",1,6057,1,"all"
"6058","private_contributions",1,6058,1,"all"
"6059","foster_nbsp",1,6059,1,"all"
"6060","support_maintenance",1,6060,1,"all"
"6061","maintenance_improvement",1,6061,1,"all"
"6062","improvement_development",1,6062,1,"all"
"6063","nbsp_appreciation",1,6063,1,"all"
"6064","appreciation_nbsp",1,6064,1,"all"
"6065","center_establish",1,6065,1,"all"
"6066","establish_manage",1,6066,1,"all"
"6067","distribute_temporary",1,6067,1,"all"
"6068","nbsp_amp",1,6068,1,"all"
"6069","permanent_funds",1,6069,1,"all"
"6070","community_benefit",1,6070,1,"all"
"6071","amp_nbsp",1,6071,1,"all"
"6072","benefit_considered",1,6072,1,"all"
"6073","fall_within",1,6073,1,"all"
"6074","nbsp_historic",1,6074,1,"all"
"6075","historic_nbsp",1,6075,1,"all"
"6076","help_better",1,6076,1,"all"
"6077","counseling_referral",1,6077,1,"all"
"6078","nbsp_music",1,6078,1,"all"
"6079","experience_agricultural",1,6079,1,"all"
"6080","music_nbsp",1,6080,1,"all"
"6081","nutritional_life",1,6081,1,"all"
"6082","nbsp_unique",1,6082,1,"all"
"6083","agency_nbsp",1,6083,1,"all"
"6084","nbsp_provides",1,6084,1,"all"
"6085","provides_nbsp",1,6085,1,"all"
"6086","nbsp_food",1,6086,1,"all"
"6087","food_nbsp",1,6087,1,"all"
"6088","nbsp_clothing",1,6088,1,"all"
"6089","clothing_nbsp",1,6089,1,"all"
"6090","nbsp_essentials",1,6090,1,"all"
"6091","essentials_nbsp",1,6091,1,"all"
"6092","nbsp_homeless",1,6092,1,"all"
"6093","homeless_nbsp",1,6093,1,"all"
"6094","nbsp_population",1,6094,1,"all"
"6095","see_nbsp",1,6095,1,"all"
"6096","nbsp_statement",1,6096,1,"all"
"6097","statement_nbsp",1,6097,1,"all"
"6098","nbsp_2",1,6098,1,"all"
"6099","silverstream_priory",1,6099,1,"all"
"6100","unique_nbsp",1,6100,1,"all"
"6101","benedictine_monks",1,6101,1,"all"
"6102","stamullen_county",1,6102,1,"all"
"6103","nbsp_harmonies",1,6103,1,"all"
"6104","harmonies_nbsp",1,6104,1,"all"
"6105","county_meath",1,6105,1,"all"
"6106","nbsp_created",1,6106,1,"all"
"6107","meath_ireland",1,6107,1,"all"
"6108","created_nbsp",1,6108,1,"all"
"6109","roman_catholic",1,6109,1,"all"
"6110","nbsp_four",1,6110,1,"all"
"6111","four_nbsp",1,6111,1,"all"
"6112","best_travel",1,6112,1,"all"
"6113","nbsp_freshmen",1,6113,1,"all"
"6114","encourage_foster",1,6114,1,"all"
"6115","facilitate_philanthropic",1,6115,1,"all"
"6116","d19s_mission",1,6116,1,"all"
"6117","significantly_improved",1,6117,1,"all"
"6118","philanthropic_generosity",1,6118,1,"all"
"6119","improved_transportation",1,6119,1,"all"
"6120","transportation_system",1,6120,1,"all"
"6121","public_sector",1,6121,1,"all"
"6122","sector_activities",1,6122,1,"all"
"6123","generosity_toward",1,6123,1,"all"
"6124","corporations_area",1,6124,1,"all"
"6125","concern_actively",1,6125,1,"all"
"6126","toward_social",1,6126,1,"all"
"6127","public_process",1,6127,1,"all"
"6128","impact_programs",1,6128,1,"all"
"6129","providing_transportation",1,6129,1,"all"
"6130","increasing_charitable",1,6130,1,"all"
"6131","healthy_equitable",1,6131,1,"all"
"6132","equitable_food",1,6132,1,"all"
"6133","greater_colorado",1,6133,1,"all"
"6134","colorado_springs",1,6134,1,"all"
"6135","memorial_donations",1,6135,1,"all"
"6136","springs_community",1,6136,1,"all"
"6137","corporation_offers",1,6137,1,"all"
"6138","increase_health",1,6138,1,"all"
"6139","health_equity",1,6139,1,"all"
"6140","loved_one's",1,6140,1,"all"
"6141","just_less",1,6141,1,"all"
"6142","one's_name",1,6142,1,"all"
"6143","less_wasteful",1,6143,1,"all"
"6144","pass-through_agent",1,6144,1,"all"
"6145","wasteful_food",1,6145,1,"all"
"6146","memorial_donors",1,6146,1,"all"
"6147","edison_chabura",1,6147,1,"all"
"6148","surplus_nutritious",1,6148,1,"all"
"6149","chabura_program",1,6149,1,"all"
"6150","aspiring_young",1,6150,1,"all"
"6151","teach_individuals",1,6151,1,"all"
"6152","individuals_basic",1,6152,1,"all"
"6153","school_abroad",1,6153,1,"all"
"6154","advanced_self",1,6154,1,"all"
"6155","pursuing_job",1,6155,1,"all"
"6156","self_defense",1,6156,1,"all"
"6157","job_school",1,6157,1,"all"
"6158","defense_techniques",1,6158,1,"all"
"6159","school_opportunities",1,6159,1,"all"
"6160","students_transition",1,6160,1,"all"
"6161","school_life",1,6161,1,"all"
"6162","lasting_change",1,6162,1,"all"
"6163","life_overseas",1,6163,1,"all"
"6164","working_environment",1,6164,1,"all"
"6165","girls_towards",1,6165,1,"all"
"6166","towards_self-reliance",1,6166,1,"all"
"6167","still_maintaining",1,6167,1,"all"
"6168","learning_schedule",1,6168,1,"all"
"6169","marcus_atlas",1,6169,1,"all"
"6170","atlas_honor",1,6170,1,"all"
"6171","vibrant_spiritual",1,6171,1,"all"
"6172","academic_institutions",1,6172,1,"all"
"6173","mhf_scholarship",1,6173,1,"all"
"6174","scholarship_requirements",1,6174,1,"all"
"6175","requirements_mhf",1,6175,1,"all"
"6176","mhf_also",1,6176,1,"all"
"6177","housing_job",1,6177,1,"all"
"6178","also_mentors",1,6178,1,"all"
"6179","mentors_youth",1,6179,1,"all"
"6180","challenging_times",1,6180,1,"all"
"6181","job_networking",1,6181,1,"all"
"6182","mentoring_strong",1,6182,1,"all"
"6183","learning_schedules",1,6183,1,"all"
"6184","root_ministries",1,6184,1,"all"
"6185","ministries_strives",1,6185,1,"all"
"6186","la_moskitia",1,6186,1,"all"
"6187","abandoned_children",1,6187,1,"all"
"6188","also_afford",1,6188,1,"all"
"6189","promote_personal",1,6189,1,"all"
"6190","excellent_opportunity",1,6190,1,"all"
"6191","community_peace",1,6191,1,"all"
"6192","great_community",1,6192,1,"all"
"6193","re-homing_scattered",1,6193,1,"all"
"6194","form_relationships",1,6194,1,"all"
"6195","scattered_prices",1,6195,1,"all"
"6196","outstanding_families",1,6196,1,"all"
"6197","broken_self",1,6197,1,"all"
"6198","self_lost",1,6198,1,"all"
"6199","self-disregard_heartache",1,6199,1,"all"
"6200","heartache_neglect",1,6200,1,"all"
"6201","neglect_abuse",1,6201,1,"all"
"6202","charitable_education",1,6202,1,"all"
"6203","continuous_regional",1,6203,1,"all"
"6204","community_trails",1,6204,1,"all"
"6205","gospel_ministry",1,6205,1,"all"
"6206","trails_connected",1,6206,1,"all"
"6207","ministry_touching",1,6207,1,"all"
"6208","connected_throughout",1,6208,1,"all"
"6209","touching_lives",1,6209,1,"all"
"6210","thousands_using",1,6210,1,"all"
"6211","summit_area",1,6211,1,"all"
"6212","sing_praises",1,6212,1,"all"
"6213","praises_unto",1,6213,1,"all"
"6214","unto_god",1,6214,1,"all"
"6215","connecting_global",1,6215,1,"all"
"6216","estate_professionals",1,6216,1,"all"
"6217","global_hub",1,6217,1,"all"
"6218","develops_talent",1,6218,1,"all"
"6219","estate_investment",1,6219,1,"all"
"6220","growing_businesses",1,6220,1,"all"
"6221","coatesville_area",1,6221,1,"all"
"6222","acquire_establish",1,6222,1,"all"
"6223","establish_operate",1,6223,1,"all"
"6224","global_identity",1,6224,1,"all"
"6225","operate_maintain",1,6225,1,"all"
"6226","control_park",1,6226,1,"all"
"6227","park_facilities",1,6227,1,"all"
"6228","health_crisis",1,6228,1,"all"
"6229","terra_bella",1,6229,1,"all"
"6230","educating_citizens",1,6230,1,"all"
"6231","citizens_building",1,6231,1,"all"
"6232","building_awareness",1,6232,1,"all"
"6233","supporting_nonpartisan",1,6233,1,"all"
"6234","bella_california",1,6234,1,"all"
"6235","nonpartisan_legislation",1,6235,1,"all"
"6236","california_community",1,6236,1,"all"
"6237","clothing_school",1,6237,1,"all"
"6238","supplies_toiletries",1,6238,1,"all"
"6239","kingdom_connectors",1,6239,1,"all"
"6240","religious_non-profit",1,6240,1,"all"
"6241","yucatan_mexico",1,6241,1,"all"
"6242","world_will",1,6242,1,"all"
"6243","will_require",1,6243,1,"all"
"6244","load_leads",1,6244,1,"all"
"6245","require_thoughtful",1,6245,1,"all"
"6246","mentoring_young",1,6246,1,"all"
"6247","thoughtful_critical",1,6247,1,"all"
"6248","young_females",1,6248,1,"all"
"6249","aid_washington",1,6249,1,"all"
"6250","washington_county's",1,6250,1,"all"
"6251","critical_thinkers",1,6251,1,"all"
"6252","greatest_hope",1,6252,1,"all"
"6253","language_program",1,6253,1,"all"
"6254","hope_resides",1,6254,1,"all"
"6255","indian_reservation",1,6255,1,"all"
"6256","can_represent",1,6256,1,"all"
"6257","north_end",1,6257,1,"all"
"6258","end_woodward",1,6258,1,"all"
"6259","woodward_community",1,6259,1,"all"
"6260","ethical_choices",1,6260,1,"all"
"6261","community_coalition",1,6261,1,"all"
"6262","choices_program",1,6262,1,"all"
"6263","citywide_transit",1,6263,1,"all"
"6264","inspiring_students",1,6264,1,"all"
"6265","justice_coalition",1,6265,1,"all"
"6266","issues_around",1,6266,1,"all"
"6267","around_transit",1,6267,1,"all"
"6268","helping_students",1,6268,1,"all"
"6269","students_understand",1,6269,1,"all"
"6270","realities_behind",1,6270,1,"all"
"6271","affordable_accessible",1,6271,1,"all"
"6272","many_benefits",1,6272,1,"all"
"6273","accessible_available",1,6273,1,"all"
"6274","available_safe",1,6274,1,"all"
"6275","reliable_especially",1,6275,1,"all"
"6276","healthful_eating",1,6276,1,"all"
"6277","transit_dependent",1,6277,1,"all"
"6278","eating_students",1,6278,1,"all"
"6279","dependent_newcc",1,6279,1,"all"
"6280","students_can",1,6280,1,"all"
"6281","newcc_seeks",1,6281,1,"all"
"6282","deliberately_silenced",1,6282,1,"all"
"6283","intentionally_unheard",1,6283,1,"all"
"6284","media_justice",1,6284,1,"all"
"6285","make_informed",1,6285,1,"all"
"6286","informed_responsible",1,6286,1,"all"
"6287","underprivileged_needy",1,6287,1,"all"
"6288","compassionate_decisions",1,6288,1,"all"
"6289","community.find_people",1,6289,1,"all"
"6290","people_within",1,6290,1,"all"
"6291","humane_education",1,6291,1,"all"
"6292","education_program",1,6292,1,"all"
"6293","program_efforts",1,6293,1,"all"
"6294","age_group",1,6294,1,"all"
"6295","cultural_choices",1,6295,1,"all"
"6296","feel_ecp",1,6296,1,"all"
"6297","ecp_educators",1,6297,1,"all"
"6298","based_sports",1,6298,1,"all"
"6299","educators_help",1,6299,1,"all"
"6300","students_find",1,6300,1,"all"
"6301","togetherware_inc's",1,6301,1,"all"
"6302","find_answers",1,6302,1,"all"
"6303","inc's_purpose",1,6303,1,"all"
"6304","encourage_students",1,6304,1,"all"
"6305","providing_operational",1,6305,1,"all"
"6306","technical_knowledge",1,6306,1,"all"
"6307","youth_athetically",1,6307,1,"all"
"6308","support_knowledge",1,6308,1,"all"
"6309","services_regarding",1,6309,1,"all"
"6310","regarding_best",1,6310,1,"all"
"6311","technology_software",1,6311,1,"all"
"6312","software_recommendations",1,6312,1,"all"
"6313","software_solutions",1,6313,1,"all"
"6314","downtrodden_community.plans",1,6314,1,"all"
"6315","fund_back",1,6315,1,"all"
"6316","school_events",1,6316,1,"all"
"6317","events_provide",1,6317,1,"all"
"6318","various_shelters",1,6318,1,"all"
"6319","teens_women",1,6319,1,"all"
"6320","supporting_support",1,6320,1,"all"
"6321","support_financially",1,6321,1,"all"
"6322","deprived_woman",1,6322,1,"all"
"6323","woman_children",1,6323,1,"all"
"6324","education_purposes",1,6324,1,"all"
"6325","purposes_sponsor",1,6325,1,"all"
"6326","education_clothing",1,6326,1,"all"
"6327","creating_curriculum",1,6327,1,"all"
"6328","dental_care",1,6328,1,"all"
"6329","diverse_grassroots",1,6329,1,"all"
"6330","grassroots_movement",1,6330,1,"all"
"6331","climate_disruption",1,6331,1,"all"
"6332","justice-based_solutions",1,6332,1,"all"
"6333","inspiring_training",1,6333,1,"all"
"6334","mobilizing_people",1,6334,1,"all"
"6335","funds_solicited",1,6335,1,"all"
"6336","solicited_raised",1,6336,1,"all"
"6337","goals_activities",1,6337,1,"all"
"6338","tution_free",1,6338,1,"all"
"6339","free_higher",1,6339,1,"all"
"6340","learning_institution",1,6340,1,"all"
"6341","voice_representation",1,6341,1,"all"
"6342","alumnus_student",1,6342,1,"all"
"6343","faculty_representation",1,6343,1,"all"
"6344","connect_uninsured",1,6344,1,"all"
"6345","underinsured_people",1,6345,1,"all"
"6346","accessible_healthcare",1,6346,1,"all"
"6347","offering_compassionate",1,6347,1,"all"
"6348","compassionate_care",1,6348,1,"all"
"6349","stories_project",1,6349,1,"all"
"6350","project_promotes",1,6350,1,"all"
"6351","promotes_activism",1,6351,1,"all"
"6352","activism_advocacy",1,6352,1,"all"
"6353","overall_goal",1,6353,1,"all"
"6354","engage_people",1,6354,1,"all"
"6355","help_change",1,6355,1,"all"
"6356","change_hearts",1,6356,1,"all"
"6357","hearts_minds",1,6357,1,"all"
"6358","states_critical",1,6358,1,"all"
"6359","critical_read",1,6359,1,"all"
"6360","read_publishes",1,6360,1,"all"
"6361","distributes_original",1,6361,1,"all"
"6362","original_commentaries",1,6362,1,"all"
"6363","important_works",1,6363,1,"all"
"6364","fine_literary",1,6364,1,"all"
"6365","baseball_skills",1,6365,1,"all"
"6366","affordable_post",1,6366,1,"all"
"6367","post_conviction",1,6367,1,"all"
"6368","conviction_assistance",1,6368,1,"all"
"6369","persons_nationwide",1,6369,1,"all"
"6370","nationwide_including",1,6370,1,"all"
"6371","including_veterans",1,6371,1,"all"
"6372","provide_self-help",1,6372,1,"all"
"6373","self-help_assistance",1,6373,1,"all"
"6374","indigent_long",1,6374,1,"all"
"6375","term_goals",1,6375,1,"all"
"6376","goals_include",1,6376,1,"all"
"6377","include_sentence",1,6377,1,"all"
"6378","affordable_equal",1,6378,1,"all"
"6379","post-conviction_assistance",1,6379,1,"all"
"6380","persons_nationally",1,6380,1,"all"
"6381","nationally_including",1,6381,1,"all"
"6382","includes_sentence",1,6382,1,"all"
"6383","reform_alternatives",1,6383,1,"all"
"6384","competetive_activity",1,6384,1,"all"
"6385","mason_county",1,6385,1,"all"
"6386","delivering_meals",1,6386,1,"all"
"6387","establish_child",1,6387,1,"all"
"6388","educational_schools",1,6388,1,"all"
"6389","inancially_educating",1,6389,1,"all"
"6390","children_also",1,6390,1,"all"
"6391","lawful_nonprofit",1,6391,1,"all"
"6392","nonprofit_business",1,6392,1,"all"
"6393","nonprofit_corporatons",1,6393,1,"all"
"6394","corporatons_may",1,6394,1,"all"
"6395","mimsi_international",1,6395,1,"all"
"6396","international_inc",1,6396,1,"all"
"6397","competitive_activity",1,6397,1,"all"
"6398","assist_encourage",1,6398,1,"all"
"6399","financially_educating",1,6399,1,"all"
"6400","cell_disease",1,6400,1,"all"
"6401","illumine_service",1,6401,1,"all"
"6402","service_foundations's",1,6402,1,"all"
"6403","foundations's_mission",1,6403,1,"all"
"6404","provides_local",1,6404,1,"all"
"6405","peace_sports",1,6405,1,"all"
"6406","southwest_trampoline",1,6406,1,"all"
"6407","tumbling_association",1,6407,1,"all"
"6408","gallary_promotes",1,6408,1,"all"
"6409","promote_gymnastics",1,6409,1,"all"
"6410","promotes_cultural",1,6410,1,"all"
"6411","member_clubs",1,6411,1,"all"
"6412","clubs_located",1,6412,1,"all"
"6413","encourages_self",1,6413,1,"all"
"6414","west_texas",1,6414,1,"all"
"6415","mexico_area",1,6415,1,"all"
"6416","local_charitable",1,6416,1,"all"
"6417","eliminate_diaper",1,6417,1,"all"
"6418","corporation_owns",1,6418,1,"all"
"6419","private_school",1,6419,1,"all"
"6420","community_action",1,6420,1,"all"
"6421","diaper_need",1,6421,1,"all"
"6422","action_agency",1,6422,1,"all"
"6423","agency_established",1,6423,1,"all"
"6424","issues_important",1,6424,1,"all"
"6425","health_need",1,6425,1,"all"
"6426","lgbtq_tech",1,6426,1,"all"
"6427","tech_community",1,6427,1,"all"
"6428","provide_selected",1,6428,1,"all"
"6429","facilitate_fellowship",1,6429,1,"all"
"6430","selected_direct",1,6430,1,"all"
"6431","mercy_street",1,6431,1,"all"
"6432","street_231",1,6432,1,"all"
"6433","231_offers",1,6433,1,"all"
"6434","free_group",1,6434,1,"all"
"6435","group_substance",1,6435,1,"all"
"6436","among_christian",1,6436,1,"all"
"6437","didactics_educational",1,6437,1,"all"
"6438","educational_groups",1,6438,1,"all"
"6439","professional_substance",1,6439,1,"all"
"6440","hawaiian_culture",1,6440,1,"all"
"6441","christian_ministers",1,6441,1,"all"
"6442","host_sports",1,6442,1,"all"
"6443","dunn_area",1,6443,1,"all"
"6444","potentially_hosting",1,6444,1,"all"
"6445","corporate_worship",1,6445,1,"all"
"6446","summer_olympic",1,6446,1,"all"
"6447","paralympic_games",1,6447,1,"all"
"6448","illegal_movement",1,6448,1,"all"
"6449","foster_quality",1,6449,1,"all"
"6450","people_typically",1,6450,1,"all"
"6451","forced_labor",1,6451,1,"all"
"6452","exploitation_conservative",1,6452,1,"all"
"6453","conservative_estimates",1,6453,1,"all"
"6454","contemporary_folk",1,6454,1,"all"
"6455","27_million",1,6455,1,"all"
"6456","folk_traditions",1,6456,1,"all"
"6457","traditions_rock",1,6457,1,"all"
"6458","world_today",1,6458,1,"all"
"6459","number_growing",1,6459,1,"all"
"6460","growing_every",1,6460,1,"all"
"6461","every_year",1,6461,1,"all"
"6462","changing_destiny",1,6462,1,"all"
"6463","destiny_project",1,6463,1,"all"
"6464","project_connects",1,6464,1,"all"
"6465","connects_people",1,6465,1,"all"
"6466","people_globally",1,6466,1,"all"
"6467","youth_programs",1,6467,1,"all"
"6468","services_young",1,6468,1,"all"
"6469","make_choices",1,6469,1,"all"
"6470","wholesome_activities",1,6470,1,"all"
"6471","organization_serving",1,6471,1,"all"
"6472","serving_religious",1,6472,1,"all"
"6473","successfully_partner",1,6473,1,"all"
"6474","indian_community",1,6474,1,"all"
"6475","community_also",1,6475,1,"all"
"6476","also_conducting",1,6476,1,"all"
"6477","music_songwriting",1,6477,1,"all"
"6478","conducting_religious",1,6478,1,"all"
"6479","medical_help",1,6479,1,"all"
"6480","rowing_club",1,6480,1,"all"
"6481","songwriting_storytelling",1,6481,1,"all"
"6482","trivium_academy",1,6482,1,"all"
"6483","storytelling_dance",1,6483,1,"all"
"6484","academy_provides",1,6484,1,"all"
"6485","trains_children",1,6485,1,"all"
"6486","lifelong_learners",1,6486,1,"all"
"6487","learners_students",1,6487,1,"all"
"6488","students_engage",1,6488,1,"all"
"6489","learning_content",1,6489,1,"all"
"6490","content_examine",1,6490,1,"all"
"6491","examine_information",1,6491,1,"all"
"6492","dance_broadcasting",1,6492,1,"all"
"6493","information_critically",1,6493,1,"all"
"6494","broadcasting_recording",1,6494,1,"all"
"6495","increasing_sophistication",1,6495,1,"all"
"6496","recording_comedy",1,6496,1,"all"
"6497","individualized_learning",1,6497,1,"all"
"6498","comedy_games",1,6498,1,"all"
"6499","learning_approach",1,6499,1,"all"
"6500","approach_based",1,6500,1,"all"
"6501","child's_strengths",1,6501,1,"all"
"6502","games_arts",1,6502,1,"all"
"6503","strengths_weaknesses",1,6503,1,"all"
"6504","weaknesses_learning",1,6504,1,"all"
"6505","learning_style",1,6505,1,"all"
"6506","interests_resulting",1,6506,1,"all"
"6507","arts_crafts",1,6507,1,"all"
"6508","well_rounded",1,6508,1,"all"
"6509","rounded_students",1,6509,1,"all"
"6510","food_rock",1,6510,1,"all"
"6511","knowledge_life",1,6511,1,"all"
"6512","cultivate_relationships",1,6512,1,"all"
"6513","promote_mental",1,6513,1,"all"
"6514","emotional_growth",1,6514,1,"all"
"6515","growth_within",1,6515,1,"all"
"6516","events_festivals",1,6516,1,"all"
"6517","increasing_graduation",1,6517,1,"all"
"6518","organization_running",1,6518,1,"all"
"6519","college_readiness",1,6519,1,"all"
"6520","readiness_literacy",1,6520,1,"all"
"6521","promoting_high",1,6521,1,"all"
"6522","high_self-esteem",1,6522,1,"all"
"6523","impoverished_area",1,6523,1,"all"
"6524","area_providing",1,6524,1,"all"
"6525","solid_community",1,6525,1,"all"
"6526","successful_leaders",1,6526,1,"all"
"6527","providing_afterschool",1,6527,1,"all"
"6528","well-rounded_individuals",1,6528,1,"all"
"6529","primary_focus",1,6529,1,"all"
"6530","youth_transitionaing",1,6530,1,"all"
"6531","teaching_life",1,6531,1,"all"
"6532","programs_free",1,6532,1,"all"
"6533","sacred_dance",1,6533,1,"all"
"6534","ages_3-18",1,6534,1,"all"
"6535","dance_foundation",1,6535,1,"all"
"6536","foundation_organizes",1,6536,1,"all"
"6537","organizes_cultural",1,6537,1,"all"
"6538","cultural_public",1,6538,1,"all"
"6539","public_events",1,6539,1,"all"
"6540","supports_veterans",1,6540,1,"all"
"6541","post_traumatic",1,6541,1,"all"
"6542","individuals_financial",1,6542,1,"all"
"6543","financial_assitance",1,6543,1,"all"
"6544","assitance_due",1,6544,1,"all"
"6545","traumatic_stress",1,6545,1,"all"
"6546","disaster_related",1,6546,1,"all"
"6547","homeless_animals",1,6547,1,"all"
"6548","stress_disorder",1,6548,1,"all"
"6549","disorder_ptsd",1,6549,1,"all"
"6550","sexual_trauma",1,6550,1,"all"
"6551","youth_fitness",1,6551,1,"all"
"6552","organization's_goal",1,6552,1,"all"
"6553","fitness_service",1,6553,1,"all"
"6554","place_trained",1,6554,1,"all"
"6555","ministry_school",1,6555,1,"all"
"6556","division_preparing",1,6556,1,"all"
"6557","time_challenges",1,6557,1,"all"
"6558","challenges_knitting",1,6558,1,"all"
"6559","trained_ptsd",1,6559,1,"all"
"6560","inner_man",1,6560,1,"all"
"6561","christ_likeness",1,6561,1,"all"
"6562","ptsd_service",1,6562,1,"all"
"6563","apostolic_mission",1,6563,1,"all"
"6564","second_coming",1,6564,1,"all"
"6565","psychological_stres",1,6565,1,"all"
"6566","year_patients",1,6566,1,"all"
"6567","ther_loyal",1,6567,1,"all"
"6568","appointments_whether",1,6568,1,"all"
"6569","loyal_four",1,6569,1,"all"
"6570","checkups_chemo",1,6570,1,"all"
"6571","greater_philadelphia",1,6571,1,"all"
"6572","philadelphia_area",1,6572,1,"all"
"6573","four_legged",1,6573,1,"all"
"6574","giving_100",1,6574,1,"all"
"6575","also_used",1,6575,1,"all"
"6576","pay_co-pays",1,6576,1,"all"
"6577","co-pays_cab",1,6577,1,"all"
"6578","cab_fair",1,6578,1,"all"
"6579","purchase_massage",1,6579,1,"all"
"6580","massage_chairs",1,6580,1,"all"
"6581","legged_companions",1,6581,1,"all"
"6582","ok200_orchestrates",1,6582,1,"all"
"6583","epic_one",1,6583,1,"all"
"6584","one_day",1,6584,1,"all"
"6585","day_200",1,6585,1,"all"
"6586","200_mile",1,6586,1,"all"
"6587","mile_bike",1,6587,1,"all"
"6588","west_des",1,6588,1,"all"
"6589","okoboji_ia",1,6589,1,"all"
"6590","inspiring_life-long",1,6590,1,"all"
"6591","support_human",1,6591,1,"all"
"6592","human_traffic",1,6592,1,"all"
"6593","traffic_survivors",1,6593,1,"all"
"6594","one-day_200-mile",1,6594,1,"all"
"6595","200-mile_bike",1,6595,1,"all"
"6596","life-long_contributors",1,6596,1,"all"
"6597","facilitating_acts",1,6597,1,"all"
"6598","fight_human",1,6598,1,"all"
"6599","community_delivering",1,6599,1,"all"
"6600","delivering_goods",1,6600,1,"all"
"6601","international_organizations",1,6601,1,"all"
"6602","mobile_service",1,6602,1,"all"
"6603","offering_learning",1,6603,1,"all"
"6604","natural_way",1,6604,1,"all"
"6605","learning_experiences",1,6605,1,"all"
"6606","also_caters",1,6606,1,"all"
"6607","under-privileged_adults",1,6607,1,"all"
"6608","providing_values",1,6608,1,"all"
"6609","values_based",1,6609,1,"all"
"6610","education_free",1,6610,1,"all"
"6611","experiences_within",1,6611,1,"all"
"6612","families_provides",1,6612,1,"all"
"6613","provides_housing",1,6613,1,"all"
"6614","local_environments",1,6614,1,"all"
"6615","encourage_every",1,6615,1,"all"
"6616","homeless_families",1,6616,1,"all"
"6617","manatee_counties",1,6617,1,"all"
"6618","assist_ex-offenders",1,6618,1,"all"
"6619","veteran_outreach",1,6619,1,"all"
"6620","completing_community",1,6620,1,"all"
"6621","outreach_advocacy",1,6621,1,"all"
"6622","service_hours",1,6622,1,"all"
"6623","local_office",1,6623,1,"all"
"6624","office_located",1,6624,1,"all"
"6625","help_awesome",1,6625,1,"all"
"6626","also_partner",1,6626,1,"all"
"6627","organizations_providing",1,6627,1,"all"
"6628","people_get",1,6628,1,"all"
"6629","helps_awesome",1,6629,1,"all"
"6630","providing_empowerment",1,6630,1,"all"
"6631","people_going",1,6631,1,"all"
"6632","empowerment_courses",1,6632,1,"all"
"6633","courses_financial",1,6633,1,"all"
"6634","deserving_person",1,6634,1,"all"
"6635","financial_budgeting",1,6635,1,"all"
"6636","person_family",1,6636,1,"all"
"6637","narcotics_anonymous",1,6637,1,"all"
"6638","kickin_hero",1,6638,1,"all"
"6639","anonymous_classes",1,6639,1,"all"
"6640","cancer_league",1,6640,1,"all"
"6641","supportive_world",1,6641,1,"all"
"6642","grace_guest",1,6642,1,"all"
"6643","guest_house",1,6643,1,"all"
"6644","house_supports",1,6644,1,"all"
"6645","world_one",1,6645,1,"all"
"6646","supports_patients",1,6646,1,"all"
"6647","one_shirt",1,6647,1,"all"
"6648","shirt_one",1,6648,1,"all"
"6649","receiving_care",1,6649,1,"all"
"6650","one_workout",1,6650,1,"all"
"6651","regional_healthcare",1,6651,1,"all"
"6652","healthcare_facilities",1,6652,1,"all"
"6653","gold_country",1,6653,1,"all"
"6654","workout_one",1,6654,1,"all"
"6655","country_vintage",1,6655,1,"all"
"6656","vintage_museum",1,6656,1,"all"
"6657","museum_brings",1,6657,1,"all"
"6658","brings_historical",1,6658,1,"all"
"6659","one_person",1,6659,1,"all"
"6660","historical_artifacts",1,6660,1,"all"
"6661","enjoyment_discovery",1,6661,1,"all"
"6662","provide_young",1,6662,1,"all"
"6663","creating_working",1,6663,1,"all"
"6664","young_female",1,6664,1,"all"
"6665","working_historical",1,6665,1,"all"
"6666","historical_exhibitions",1,6666,1,"all"
"6667","will_strengthen",1,6667,1,"all"
"6668","female_atheletes",1,6668,1,"all"
"6669","affordable_cost",1,6669,1,"all"
"6670","health_needs",1,6670,1,"all"
"6671","vibrant_riverfront",1,6671,1,"all"
"6672","riverfront_community",1,6672,1,"all"
"6673","services_directed",1,6673,1,"all"
"6674","directed_toward",1,6674,1,"all"
"6675","carson_cats",1,6675,1,"all"
"6676","rescuing_cats",1,6676,1,"all"
"6677","toward_prevention",1,6677,1,"all"
"6678","6_los",1,6678,1,"all"
"6679","aspects_surrounding",1,6679,1,"all"
"6680","county_shelters",1,6680,1,"all"
"6681","surrounding_mental",1,6681,1,"all"
"6682","shelters_specifically",1,6682,1,"all"
"6683","specifically_carson",1,6683,1,"all"
"6684","negative_stigmas",1,6684,1,"all"
"6685","stigmas_associated",1,6685,1,"all"
